date,exercise,category,weight,reps,serie_load,week_of_year,week
2022-06-21,Deadlift,Back,120,6,720,25,2022-06-19
2022-06-21,Deadlift,Back,120,5,600,25,2022-06-19
2022-06-21,Hip Thrust,Legs,90,10,900,25,2022-06-19
2022-06-21,Hip Thrust,Legs,90,10,900,25,2022-06-19
2022-06-21,Hip Thrust,Legs,90,11,990,25,2022-06-19
2022-06-21,Hip Thrust,Legs,90,10,900,25,2022-06-19
2022-06-21,Deadlift (1 Leg),Legs,10,15,150,25,2022-06-19
2022-06-21,Deadlift (1 Leg),Legs,10,15,150,25,2022-06-19
2022-06-21,Deadlift (1 Leg),Legs,10,15,150,25,2022-06-19
2022-06-21,Nordic Curl,Legs,1,10,10,25,2022-06-19
2022-06-21,Nordic Curl,Legs,1,10,10,25,2022-06-19
2022-06-21,Nordic Curl,Legs,1,10,10,25,2022-06-19
2022-06-21,Lying Leg Curl Machine,Legs,25,12,300,25,2022-06-19
2022-06-21,Lying Leg Curl Machine,Legs,25,12,300,25,2022-06-19
2022-06-21,Lying Leg Curl Machine,Legs,25,12,300,25,2022-06-19
2022-06-21,Lying Leg Curl Machine,Legs,25,12,300,25,2022-06-19
2022-06-21,Back Extension,Back,1,15,15,25,2022-06-19
2022-06-21,Back Extension,Back,1,15,15,25,2022-06-19
2022-06-21,Back Extension,Back,1,15,15,25,2022-06-19
2022-06-21,Back Extension,Back,1,15,15,25,2022-06-19
2022-06-21,Seated Cable Row,Back,60,10,600,25,2022-06-19
2022-06-21,Seated Cable Row,Back,60,10,600,25,2022-06-19
2022-06-21,Seated Cable Row,Back,60,10,600,25,2022-06-19
2022-06-21,Seated Cable Row,Back,60,10,600,25,2022-06-19
2022-06-21,Reverse Fly (Dumbbell),Shoulders,7.5,15,112.5,25,2022-06-19
2022-06-21,Reverse Fly (Dumbbell),Shoulders,7.5,15,112.5,25,2022-06-19
2022-06-21,Reverse Fly (Dumbbell),Shoulders,7.5,15,112.5,25,2022-06-19
2022-06-23,Inverted Row TRX,Back,1,10,10,25,2022-06-19
2022-06-23,Inverted Row TRX,Back,1,10,10,25,2022-06-19
2022-06-23,Inverted Row TRX,Back,1,10,10,25,2022-06-19
2022-06-23,Inverted Row TRX,Back,1,10,10,25,2022-06-19
2022-06-23,Barbell Row,Back,60,15,900,25,2022-06-19
2022-06-23,Barbell Row,Back,70,10,700,25,2022-06-19
2022-06-23,Barbell Row,Back,70,10,700,25,2022-06-19
2022-06-23,Barbell Row,Back,70,10,700,25,2022-06-19
2022-06-23,Lat Pulldown,Back,65,12,780,25,2022-06-19
2022-06-23,Lat Pulldown,Back,65,11,715,25,2022-06-19
2022-06-23,Lat Pulldown,Back,70,7,490,25,2022-06-19
2022-06-23,Lat Pulldown,Back,70,10,700,25,2022-06-19
2022-06-23,Dumbbell Row (1 Arm),Back,30,12,360,25,2022-06-19
2022-06-23,Dumbbell Row (1 Arm),Back,30,12,360,25,2022-06-19
2022-06-23,Dumbbell Row (1 Arm),Back,30,12,360,25,2022-06-19
2022-06-23,Dumbbell Row (1 Arm),Back,30,12,360,25,2022-06-19
2022-06-23,Dumbbell Curl (1 Arm),Biceps,12.5,15,187.5,25,2022-06-19
2022-06-23,Dumbbell Curl (1 Arm),Biceps,12.5,15,187.5,25,2022-06-19
2022-06-23,Dumbbell Curl (1 Arm),Biceps,12.5,15,187.5,25,2022-06-19
2022-06-23,EZ-Bar Preacher Curl,Biceps,28,12,336,25,2022-06-19
2022-06-23,EZ-Bar Preacher Curl,Biceps,28,11,308,25,2022-06-19
2022-06-23,EZ-Bar Preacher Curl,Biceps,28,8,224,25,2022-06-19
2022-06-23,EZ-Bar Preacher Curl,Biceps,28,7,196,25,2022-06-19
2022-06-23,Seated Incline Dumbbell Curl,Biceps,10,12,120,25,2022-06-19
2022-06-23,Seated Incline Dumbbell Curl,Biceps,10,10,100,25,2022-06-19
2022-06-23,Seated Incline Dumbbell Curl,Biceps,10,10,100,25,2022-06-19
2022-06-23,Seated Incline Dumbbell Curl,Biceps,10,12,120,25,2022-06-19
2022-06-24,Barbell Squat,Legs,80,8,640,25,2022-06-19
2022-06-24,Barbell Squat,Legs,90,7,630,25,2022-06-19
2022-06-24,Barbell Squat,Legs,90,6,540,25,2022-06-19
2022-06-24,Barbell Squat,Legs,90,5,450,25,2022-06-19
2022-06-24,Barbell Squat,Legs,90,5,450,25,2022-06-19
2022-06-24,Bulgarian Squat,Legs,25,10,250,25,2022-06-19
2022-06-24,Bulgarian Squat,Legs,25,10,250,25,2022-06-19
2022-06-24,Bulgarian Squat,Legs,25,10,250,25,2022-06-19
2022-06-24,Leg Press,Legs,190,10,1900,25,2022-06-19
2022-06-24,Leg Press,Legs,210,9,1890,25,2022-06-19
2022-06-24,Leg Press,Legs,220,8,1760,25,2022-06-19
2022-06-24,Leg Press,Legs,220,6,1320,25,2022-06-19
2022-06-24,Seated Adductor,Legs,50,12,600,25,2022-06-19
2022-06-24,Seated Adductor,Legs,55,12,660,25,2022-06-19
2022-06-24,Seated Adductor,Legs,55,12,660,25,2022-06-19
2022-06-24,Seated Adductor,Legs,55,12,660,25,2022-06-19
2022-06-24,Seated Calf Raise Machine,Legs,65,15,975,25,2022-06-19
2022-06-24,Seated Calf Raise Machine,Legs,70,14,980,25,2022-06-19
2022-06-24,Seated Calf Raise Machine,Legs,70,14,980,25,2022-06-19
2022-06-24,Seated Calf Raise Machine,Legs,70,14,980,25,2022-06-19
2022-06-24,Lateral Machine Raise (1 Arm),Shoulders,5,15,75,25,2022-06-19
2022-06-24,Lateral Machine Raise (1 Arm),Shoulders,10,12,120,25,2022-06-19
2022-06-24,Lateral Machine Raise (1 Arm),Shoulders,10,12,120,25,2022-06-19
2022-06-27,Flat Barbell Bench Press,Chest,70,12,840,26,2022-06-26
2022-06-27,Flat Barbell Bench Press,Chest,70,10,700,26,2022-06-26
2022-06-27,Flat Barbell Bench Press,Chest,70,11,770,26,2022-06-26
2022-06-27,Flat Barbell Bench Press,Chest,70,8,560,26,2022-06-26
2022-06-27,Incline Dumbbell Bench Press,Chest,22.5,12,270,26,2022-06-26
2022-06-27,Incline Dumbbell Bench Press,Chest,22.5,12,270,26,2022-06-26
2022-06-27,Incline Dumbbell Bench Press,Chest,22.5,10,225,26,2022-06-26
2022-06-27,Incline Dumbbell Bench Press,Chest,22.5,9,202.5,26,2022-06-26
2022-06-27,Seated Machine Fly,Chest,40,15,600,26,2022-06-26
2022-06-27,Seated Machine Fly,Chest,40,12,480,26,2022-06-26
2022-06-27,Seated Machine Fly,Chest,40,12,480,26,2022-06-26
2022-06-27,Seated Machine Fly,Chest,40,12,480,26,2022-06-26
2022-06-27,Cable Crossover,Chest,25,12,300,26,2022-06-26
2022-06-27,Cable Crossover,Chest,25,12,300,26,2022-06-26
2022-06-27,Cable Crossover,Chest,25,12,300,26,2022-06-26
2022-06-27,Cable Crossover,Chest,25,12,300,26,2022-06-26
2022-06-27,Arnold Dumbbell Press (1 Arm),Shoulders,15,10,150,26,2022-06-26
2022-06-27,Arnold Dumbbell Press (1 Arm),Shoulders,15,10,150,26,2022-06-26
2022-06-27,Arnold Dumbbell Press (1 Arm),Shoulders,15,10,150,26,2022-06-26
2022-06-27,Lateral Dumbbell Raise,Shoulders,7.5,15,112.5,26,2022-06-26
2022-06-27,Lateral Dumbbell Raise,Shoulders,7.5,15,112.5,26,2022-06-26
2022-06-27,Lateral Dumbbell Raise,Shoulders,7.5,15,112.5,26,2022-06-26
2022-06-27,Cable Face Pull,Shoulders,50,15,750,26,2022-06-26
2022-06-27,Cable Face Pull,Shoulders,50,15,750,26,2022-06-26
2022-06-27,Cable Face Pull,Shoulders,50,15,750,26,2022-06-26
2022-06-27,Cable Face Pull,Shoulders,50,12,600,26,2022-06-26
2022-06-27,EZ-Bar Skullcrusher,Triceps,28,11,308,26,2022-06-26
2022-06-27,EZ-Bar Skullcrusher,Triceps,28,11,308,26,2022-06-26
2022-06-27,EZ-Bar Skullcrusher,Triceps,28,12,336,26,2022-06-26
2022-06-27,Rope Push Down,Triceps,60,15,900,26,2022-06-26
2022-06-27,Rope Push Down,Triceps,60,11,660,26,2022-06-26
2022-06-27,Rope Push Down,Triceps,60,10,600,26,2022-06-26
2022-06-27,Rope Push Down,Triceps,60,10,600,26,2022-06-26
2022-06-28,Deadlift,Back,100,7,700,26,2022-06-26
2022-06-28,Deadlift,Back,120,5,600,26,2022-06-26
2022-06-28,Deadlift,Back,130,4,520,26,2022-06-26
2022-06-28,Deadlift,Back,130,4,520,26,2022-06-26
2022-06-28,Deadlift,Back,130,4,520,26,2022-06-26
2022-06-28,Hip Thrust,Legs,100,8,800,26,2022-06-26
2022-06-28,Hip Thrust,Legs,100,9,900,26,2022-06-26
2022-06-28,Hip Thrust,Legs,100,8,800,26,2022-06-26
2022-06-28,Hip Thrust,Legs,100,8,800,26,2022-06-26
2022-06-28,Deadlift (1 Leg),Legs,15,12,180,26,2022-06-26
2022-06-28,Deadlift (1 Leg),Legs,15,12,180,26,2022-06-26
2022-06-28,Deadlift (1 Leg),Legs,15,12,180,26,2022-06-26
2022-06-28,Nordic Curl,Legs,1,10,10,26,2022-06-26
2022-06-28,Nordic Curl,Legs,1,10,10,26,2022-06-26
2022-06-28,Nordic Curl,Legs,1,10,10,26,2022-06-26
2022-06-28,Lying Leg Curl Machine,Legs,30,10,300,26,2022-06-26
2022-06-28,Lying Leg Curl Machine,Legs,30,8,240,26,2022-06-26
2022-06-28,Lying Leg Curl Machine,Legs,30,8,240,26,2022-06-26
2022-06-28,Lying Leg Curl Machine,Legs,30,8,240,26,2022-06-26
2022-06-28,Back Extension,Back,1,15,15,26,2022-06-26
2022-06-28,Back Extension,Back,1,15,15,26,2022-06-26
2022-06-28,Back Extension,Back,1,15,15,26,2022-06-26
2022-06-28,Back Extension,Back,1,15,15,26,2022-06-26
2022-06-28,Seated Cable Row,Back,60,11,660,26,2022-06-26
2022-06-28,Seated Cable Row,Back,60,11,660,26,2022-06-26
2022-06-28,Seated Cable Row,Back,60,10,600,26,2022-06-26
2022-06-28,Seated Cable Row,Back,60,10,600,26,2022-06-26
2022-06-28,Lat Pulldown (1 Arm Seated),Back,50,15,750,26,2022-06-26
2022-06-28,Lat Pulldown (1 Arm Seated),Back,57.5,12,690,26,2022-06-26
2022-06-28,Lat Pulldown (1 Arm Seated),Back,57.7,12,692.4000000000001,26,2022-06-26
2022-06-28,Reverse Fly (Dumbbell),Shoulders,7.5,15,112.5,26,2022-06-26
2022-06-28,Reverse Fly (Dumbbell),Shoulders,7.5,15,112.5,26,2022-06-26
2022-06-28,Reverse Fly (Dumbbell),Shoulders,7.5,15,112.5,26,2022-06-26
2022-06-30,Inverted Row TRX,Back,1,11,11,26,2022-06-26
2022-06-30,Inverted Row TRX,Back,1,10,10,26,2022-06-26
2022-06-30,Inverted Row TRX,Back,1,10,10,26,2022-06-26
2022-06-30,Inverted Row TRX,Back,1,10,10,26,2022-06-26
2022-06-30,Barbell Row,Back,70,12,840,26,2022-06-26
2022-06-30,Barbell Row,Back,70,12,840,26,2022-06-26
2022-06-30,Barbell Row,Back,70,12,840,26,2022-06-26
2022-06-30,Barbell Row,Back,70,12,840,26,2022-06-26
2022-06-30,Lat Pulldown,Back,60,10,600,26,2022-06-26
2022-06-30,Lat Pulldown,Back,70,9,630,26,2022-06-26
2022-06-30,Lat Pulldown,Back,70,9,630,26,2022-06-26
2022-06-30,Lat Pulldown,Back,70,8,560,26,2022-06-26
2022-06-30,Dumbbell Row (1 Arm),Back,30,15,450,26,2022-06-26
2022-06-30,Dumbbell Row (1 Arm),Back,30,15,450,26,2022-06-26
2022-06-30,Dumbbell Row (1 Arm),Back,30,13,390,26,2022-06-26
2022-06-30,Dumbbell Row (1 Arm),Back,30,12,360,26,2022-06-26
2022-06-30,Dumbbell Curl (1 Arm),Biceps,15,12,180,26,2022-06-26
2022-06-30,Dumbbell Curl (1 Arm),Biceps,15,11,165,26,2022-06-26
2022-06-30,Dumbbell Curl (1 Arm),Biceps,15,11,165,26,2022-06-26
2022-06-30,EZ-Bar Preacher Curl,Biceps,28,12,336,26,2022-06-26
2022-06-30,EZ-Bar Preacher Curl,Biceps,28,10,280,26,2022-06-26
2022-06-30,EZ-Bar Preacher Curl,Biceps,28,7,196,26,2022-06-26
2022-06-30,EZ-Bar Preacher Curl,Biceps,28,8,224,26,2022-06-26
2022-06-30,Seated Incline Dumbbell Curl,Biceps,10,12,120,26,2022-06-26
2022-06-30,Seated Incline Dumbbell Curl,Biceps,10,12,120,26,2022-06-26
2022-06-30,Seated Incline Dumbbell Curl,Biceps,10,12,120,26,2022-06-26
2022-06-30,Seated Incline Dumbbell Curl,Biceps,10,12,120,26,2022-06-26
2022-07-01,Barbell Squat,Legs,80,8,640,26,2022-06-26
2022-07-01,Barbell Squat,Legs,90,6,540,26,2022-06-26
2022-07-01,Barbell Squat,Legs,90,6,540,26,2022-06-26
2022-07-01,Barbell Squat,Legs,100,3,300,26,2022-06-26
2022-07-01,Barbell Squat,Legs,100,3,300,26,2022-06-26
2022-07-01,Bulgarian Squat,Legs,25,12,300,26,2022-06-26
2022-07-01,Bulgarian Squat,Legs,25,12,300,26,2022-06-26
2022-07-01,Bulgarian Squat,Legs,25,12,300,26,2022-06-26
2022-07-01,Leg Press,Legs,190,10,1900,26,2022-06-26
2022-07-01,Leg Press,Legs,210,10,2100,26,2022-06-26
2022-07-01,Leg Press,Legs,230,8,1840,26,2022-06-26
2022-07-01,Leg Press,Legs,230,8,1840,26,2022-06-26
2022-07-01,Leg Extension Machine,Legs,40,12,480,26,2022-06-26
2022-07-01,Leg Extension Machine,Legs,45,11,495,26,2022-06-26
2022-07-01,Leg Extension Machine,Legs,50,10,500,26,2022-06-26
2022-07-01,Leg Extension Machine,Legs,50,10,500,26,2022-06-26
2022-07-01,Seated Adductor,Legs,55,12,660,26,2022-06-26
2022-07-01,Seated Adductor,Legs,55,12,660,26,2022-06-26
2022-07-01,Seated Adductor,Legs,55,12,660,26,2022-06-26
2022-07-01,Seated Adductor,Legs,55,12,660,26,2022-06-26
2022-07-01,Seated Calf Raise Machine,Legs,70,15,1050,26,2022-06-26
2022-07-01,Seated Calf Raise Machine,Legs,70,14,980,26,2022-06-26
2022-07-01,Seated Calf Raise Machine,Legs,70,13,910,26,2022-06-26
2022-07-01,Seated Calf Raise Machine,Legs,70,12,840,26,2022-06-26
2022-07-01,Incline Barbell Bench Press,Chest,50,10,500,26,2022-06-26
2022-07-01,Incline Barbell Bench Press,Chest,60,10,600,26,2022-06-26
2022-07-01,Incline Barbell Bench Press,Chest,60,8,480,26,2022-06-26
2022-07-01,Incline Barbell Bench Press,Chest,60,8,480,26,2022-06-26
2022-07-01,Military Press,Shoulders,25,12,300,26,2022-06-26
2022-07-01,Military Press,Shoulders,30,12,360,26,2022-06-26
2022-07-01,Military Press,Shoulders,30,12,360,26,2022-06-26
2022-07-01,Lateral Machine Raise (1 Arm),Shoulders,10,10,100,26,2022-06-26
2022-07-01,Lateral Machine Raise (1 Arm),Shoulders,10,10,100,26,2022-06-26
2022-07-01,Lateral Machine Raise (1 Arm),Shoulders,10,10,100,26,2022-06-26
2022-07-02,Triceps Extension,Triceps,40,12,480,26,2022-06-26
2022-07-02,Triceps Extension,Triceps,40,12,480,26,2022-06-26
2022-07-02,Triceps Extension,Triceps,40,12,480,26,2022-06-26
2022-07-02,Triceps Extension,Triceps,40,12,480,26,2022-06-26
2022-07-02,Dumbbell Curl Alternate,Biceps,10,15,150,26,2022-06-26
2022-07-02,Dumbbell Curl Alternate,Biceps,10,15,150,26,2022-06-26
2022-07-02,Dumbbell Curl Alternate,Biceps,10,15,150,26,2022-06-26
2022-07-02,Triceps Press Smith,Triceps,30,8,240,26,2022-06-26
2022-07-02,Triceps Press Smith,Triceps,40,8,320,26,2022-06-26
2022-07-02,Triceps Press Smith,Triceps,50,8,400,26,2022-06-26
2022-07-02,Biceps Curl Roman Bar,Biceps,20,8,160,26,2022-06-26
2022-07-02,Biceps Curl Roman Bar,Biceps,25,8,200,26,2022-06-26
2022-07-02,Biceps Curl Roman Bar,Biceps,30,8,240,26,2022-06-26
2022-07-02,Dips,Triceps,1,8,8,26,2022-06-26
2022-07-02,Dips,Triceps,1,9,9,26,2022-06-26
2022-07-02,Dips,Triceps,1,6,6,26,2022-06-26
2022-07-02,Biceps Dumbbell Curl,Biceps,15,8,120,26,2022-06-26
2022-07-02,Biceps Dumbbell Curl,Biceps,15,8,120,26,2022-06-26
2022-07-02,Biceps Dumbbell Curl,Biceps,15,8,120,26,2022-06-26
2022-07-02,Biceps Dumbbell Curl,Biceps,12.5,5,62.5,26,2022-06-26
2022-07-02,Biceps Dumbbell Curl,Biceps,10,5,50,26,2022-06-26
2022-07-02,Biceps Dumbbell Curl,Biceps,7.5,5,37.5,26,2022-06-26
2022-07-02,Biceps Dumbbell Curl,Biceps,5,5,25,26,2022-06-26
2022-07-02,Biceps Dumbbell Curl,Biceps,4,5,20,26,2022-06-26
2022-07-02,Cable Triceps Extension (1 Arm),Triceps,20,16,320,26,2022-06-26
2022-07-02,Cable Triceps Extension (1 Arm),Triceps,20,10,200,26,2022-06-26
2022-07-02,Cable Triceps Extension (1 Arm),Triceps,20,16,320,26,2022-06-26
2022-07-02,Cable Triceps Extension (1 Arm),Triceps,20,10,200,26,2022-06-26
2022-07-04,Flat Barbell Bench Press,Chest,70,12,840,27,2022-07-03
2022-07-04,Flat Barbell Bench Press,Chest,80,10,800,27,2022-07-03
2022-07-04,Flat Barbell Bench Press,Chest,85,7,595,27,2022-07-03
2022-07-04,Flat Barbell Bench Press,Chest,65,10,650,27,2022-07-03
2022-07-04,Incline Dumbbell Bench Press,Chest,25,8,200,27,2022-07-03
2022-07-04,Incline Dumbbell Bench Press,Chest,25,9,225,27,2022-07-03
2022-07-04,Incline Dumbbell Bench Press,Chest,25,7,175,27,2022-07-03
2022-07-04,Incline Dumbbell Bench Press,Chest,25,6,150,27,2022-07-03
2022-07-04,Seated Machine Fly,Chest,40,15,600,27,2022-07-03
2022-07-04,Seated Machine Fly,Chest,40,15,600,27,2022-07-03
2022-07-04,Seated Machine Fly,Chest,40,10,400,27,2022-07-03
2022-07-04,Seated Machine Fly,Chest,40,10,400,27,2022-07-03
2022-07-04,Cable Crossover,Chest,30,10,300,27,2022-07-03
2022-07-04,Cable Crossover,Chest,30,10,300,27,2022-07-03
2022-07-04,Cable Crossover,Chest,30,8,240,27,2022-07-03
2022-07-04,Cable Crossover,Chest,30,8,240,27,2022-07-03
2022-07-04,Arnold Dumbbell Press (1 Arm),Shoulders,15,12,180,27,2022-07-03
2022-07-04,Arnold Dumbbell Press (1 Arm),Shoulders,15,12,180,27,2022-07-03
2022-07-04,Arnold Dumbbell Press (1 Arm),Shoulders,15,12,180,27,2022-07-03
2022-07-04,Lateral Dumbbell Raise,Shoulders,10,11,110,27,2022-07-03
2022-07-04,Lateral Dumbbell Raise,Shoulders,10,11,110,27,2022-07-03
2022-07-04,Lateral Dumbbell Raise,Shoulders,10,11,110,27,2022-07-03
2022-07-04,Cable Face Pull,Shoulders,50,15,750,27,2022-07-03
2022-07-04,Cable Face Pull,Shoulders,50,15,750,27,2022-07-03
2022-07-04,Cable Face Pull,Shoulders,50,12,600,27,2022-07-03
2022-07-04,EZ-Bar Skullcrusher,Triceps,28,15,420,27,2022-07-03
2022-07-04,EZ-Bar Skullcrusher,Triceps,28,15,420,27,2022-07-03
2022-07-04,EZ-Bar Skullcrusher,Triceps,28,15,420,27,2022-07-03
2022-07-04,Rope Push Down,Triceps,50,15,750,27,2022-07-03
2022-07-04,Rope Push Down,Triceps,60,10,600,27,2022-07-03
2022-07-04,Rope Push Down,Triceps,60,9,540,27,2022-07-03
2022-07-04,Rope Push Down,Triceps,60,8,480,27,2022-07-03
2022-07-05,Deadlift,Back,110,6,660,27,2022-07-03
2022-07-05,Deadlift,Back,130,4,520,27,2022-07-03
2022-07-05,Deadlift,Back,130,4,520,27,2022-07-03
2022-07-05,Hip Thrust,Legs,100,10,1000,27,2022-07-03
2022-07-05,Hip Thrust,Legs,100,10,1000,27,2022-07-03
2022-07-05,Hip Thrust,Legs,100,10,1000,27,2022-07-03
2022-07-05,Hip Thrust,Legs,100,10,1000,27,2022-07-03
2022-07-05,Deadlift (1 Leg),Legs,17.5,10,175,27,2022-07-03
2022-07-05,Deadlift (1 Leg),Legs,17.5,10,175,27,2022-07-03
2022-07-05,Deadlift (1 Leg),Legs,17.5,10,175,27,2022-07-03
2022-07-05,Nordic Curl,Legs,1,10,10,27,2022-07-03
2022-07-05,Nordic Curl,Legs,1,10,10,27,2022-07-03
2022-07-05,Nordic Curl,Legs,1,10,10,27,2022-07-03
2022-07-05,Lying Leg Curl Machine,Legs,30,8,240,27,2022-07-03
2022-07-05,Lying Leg Curl Machine,Legs,30,8,240,27,2022-07-03
2022-07-05,Lying Leg Curl Machine,Legs,30,8,240,27,2022-07-03
2022-07-05,Lying Leg Curl Machine,Legs,30,9,270,27,2022-07-03
2022-07-05,Back Extension,Back,1,15,15,27,2022-07-03
2022-07-05,Back Extension,Back,1,15,15,27,2022-07-03
2022-07-05,Back Extension,Back,1,15,15,27,2022-07-03
2022-07-05,Back Extension,Back,1,15,15,27,2022-07-03
2022-07-05,Seated Cable Row,Back,60,10,600,27,2022-07-03
2022-07-05,Seated Cable Row,Back,60,10,600,27,2022-07-03
2022-07-05,Seated Cable Row,Back,60,10,600,27,2022-07-03
2022-07-05,Seated Cable Row,Back,60,10,600,27,2022-07-03
2022-07-05,Lat Pulldown (1 Arm Seated),Back,57.5,14,805,27,2022-07-03
2022-07-05,Lat Pulldown (1 Arm Seated),Back,57.5,13,747.5,27,2022-07-03
2022-07-05,Lat Pulldown (1 Arm Seated),Back,57.5,12,690,27,2022-07-03
2022-07-05,Reverse Fly (Dumbbell),Shoulders,7.5,15,112.5,27,2022-07-03
2022-07-05,Reverse Fly (Dumbbell),Shoulders,7.5,15,112.5,27,2022-07-03
2022-07-05,Reverse Fly (Dumbbell),Shoulders,7.5,15,112.5,27,2022-07-03
2022-07-07,Inverted Row TRX,Back,1,14,14,27,2022-07-03
2022-07-07,Inverted Row TRX,Back,1,14,14,27,2022-07-03
2022-07-07,Inverted Row TRX,Back,1,11,11,27,2022-07-03
2022-07-07,Inverted Row TRX,Back,1,10,10,27,2022-07-03
2022-07-07,Barbell Row,Back,70,12,840,27,2022-07-03
2022-07-07,Barbell Row,Back,80,9,720,27,2022-07-03
2022-07-07,Barbell Row,Back,80,9,720,27,2022-07-03
2022-07-07,Barbell Row,Back,80,9,720,27,2022-07-03
2022-07-07,Lat Pulldown,Back,65,10,650,27,2022-07-03
2022-07-07,Lat Pulldown,Back,70,10,700,27,2022-07-03
2022-07-07,Lat Pulldown,Back,70,9,630,27,2022-07-03
2022-07-07,Lat Pulldown,Back,70,10,700,27,2022-07-03
2022-07-07,Dumbbell Row (1 Arm),Back,30,15,450,27,2022-07-03
2022-07-07,Dumbbell Row (1 Arm),Back,30,15,450,27,2022-07-03
2022-07-07,Dumbbell Row (1 Arm),Back,30,12,360,27,2022-07-03
2022-07-07,Dumbbell Row (1 Arm),Back,30,15,450,27,2022-07-03
2022-07-07,Dumbbell Curl (1 Arm),Biceps,17.5,10,175,27,2022-07-03
2022-07-07,Dumbbell Curl (1 Arm),Biceps,17.5,9,157.5,27,2022-07-03
2022-07-07,Dumbbell Curl (1 Arm),Biceps,17.5,9,157.5,27,2022-07-03
2022-07-07,EZ-Bar Preacher Curl,Biceps,33,8,264,27,2022-07-03
2022-07-07,EZ-Bar Preacher Curl,Biceps,33,8,264,27,2022-07-03
2022-07-07,EZ-Bar Preacher Curl,Biceps,33,7,231,27,2022-07-03
2022-07-07,EZ-Bar Preacher Curl,Biceps,33,7,231,27,2022-07-03
2022-07-07,Seated Incline Dumbbell Curl,Biceps,12.5,11,137.5,27,2022-07-03
2022-07-07,Seated Incline Dumbbell Curl,Biceps,12.5,10,125,27,2022-07-03
2022-07-07,Seated Incline Dumbbell Curl,Biceps,12.5,10,125,27,2022-07-03
2022-07-07,Seated Incline Dumbbell Curl,Biceps,12.5,9,112.5,27,2022-07-03
2022-07-08,Barbell Squat,Legs,60,10,600,27,2022-07-03
2022-07-08,Barbell Squat,Legs,70,8,560,27,2022-07-03
2022-07-08,Barbell Squat,Legs,80,5,400,27,2022-07-03
2022-07-08,Barbell Squat,Legs,90,5,450,27,2022-07-03
2022-07-08,Barbell Squat,Legs,100,3,300,27,2022-07-03
2022-07-08,Barbell Squat,Legs,100,3,300,27,2022-07-03
2022-07-08,Barbell Squat,Legs,100,3,300,27,2022-07-03
2022-07-08,Bulgarian Squat,Legs,30,10,300,27,2022-07-03
2022-07-08,Bulgarian Squat,Legs,30,10,300,27,2022-07-03
2022-07-08,Bulgarian Squat,Legs,30,10,300,27,2022-07-03
2022-07-08,Leg Press,Legs,200,10,2000,27,2022-07-03
2022-07-08,Leg Press,Legs,220,8,1760,27,2022-07-03
2022-07-08,Leg Press,Legs,230,8,1840,27,2022-07-03
2022-07-08,Leg Press,Legs,230,8,1840,27,2022-07-03
2022-07-08,Leg Extension Machine,Legs,45,12,540,27,2022-07-03
2022-07-08,Seated Adductor,Legs,55,12,660,27,2022-07-03
2022-07-08,Seated Adductor,Legs,55,12,660,27,2022-07-03
2022-07-08,Seated Adductor,Legs,55,12,660,27,2022-07-03
2022-07-08,Seated Adductor,Legs,55,12,660,27,2022-07-03
2022-07-08,Leg Extension Machine,Legs,50,11,550,27,2022-07-03
2022-07-08,Leg Extension Machine,Legs,50,11,550,27,2022-07-03
2022-07-08,Leg Extension Machine,Legs,55,8,440,27,2022-07-03
2022-07-08,Seated Calf Raise Machine,Legs,75,10,750,27,2022-07-03
2022-07-08,Seated Calf Raise Machine,Legs,75,10,750,27,2022-07-03
2022-07-08,Seated Calf Raise Machine,Legs,75,10,750,27,2022-07-03
2022-07-08,Seated Calf Raise Machine,Legs,75,10,750,27,2022-07-03
2022-07-08,Incline Barbell Bench Press,Chest,60,10,600,27,2022-07-03
2022-07-08,Incline Barbell Bench Press,Chest,60,10,600,27,2022-07-03
2022-07-08,Incline Barbell Bench Press,Chest,60,7,420,27,2022-07-03
2022-07-08,Incline Barbell Bench Press,Chest,60,7,420,27,2022-07-03
2022-07-08,Military Press,Shoulders,30,12,360,27,2022-07-03
2022-07-08,Military Press,Shoulders,30,10,300,27,2022-07-03
2022-07-08,Military Press,Shoulders,30,10,300,27,2022-07-03
2022-07-11,Flat Barbell Bench Press,Chest,60,12,720,28,2022-07-10
2022-07-11,Flat Barbell Bench Press,Chest,65,10,650,28,2022-07-10
2022-07-11,Flat Barbell Bench Press,Chest,70,8,560,28,2022-07-10
2022-07-11,Flat Barbell Bench Press,Chest,75,5,375,28,2022-07-10
2022-07-11,Flat Barbell Bench Press,Chest,80,4,320,28,2022-07-10
2022-07-11,Flat Barbell Bench Press,Chest,80,5,400,28,2022-07-10
2022-07-11,Flat Barbell Bench Press,Chest,80,5,400,28,2022-07-10
2022-07-11,Flat Barbell Bench Press,Chest,80,5,400,28,2022-07-10
2022-07-11,Incline Dumbbell Bench Press,Chest,25,10,250,28,2022-07-10
2022-07-11,Incline Dumbbell Bench Press,Chest,25,10,250,28,2022-07-10
2022-07-11,Incline Dumbbell Bench Press,Chest,25,7,175,28,2022-07-10
2022-07-11,Incline Dumbbell Bench Press,Chest,25,7,175,28,2022-07-10
2022-07-11,Seated Machine Fly,Chest,40,15,600,28,2022-07-10
2022-07-11,Seated Machine Fly,Chest,45,11,495,28,2022-07-10
2022-07-11,Seated Machine Fly,Chest,45,10,450,28,2022-07-10
2022-07-11,Seated Machine Fly,Chest,45,9,405,28,2022-07-10
